,song_name,artist_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
717,Fight For Your Right,Beastie Boys,68,207400,0.129,0.6729999999999999,0.72,0.0133,8,0.0813,-10.411,1,0.0376,133.62,4,0.6
722,Everybody Wants To Rule The World,Tears For Fears,82,251488,0.37200000000000005,0.638,0.8,0.005529999999999999,7,0.113,-12.077,1,0.0572,112.055,4,0.569
724,Relax,Frankie Goes To Hollywood,52,236800,0.33399999999999996,0.6759999999999999,0.7,1.4000000000000001e-05,11,0.0462,-13.397,0,0.0391,114.932,4,0.6920000000000001
729,Addicted To Love,Robert Palmer,65,363640,0.361,0.7020000000000001,0.59,3.91e-06,2,0.0512,-12.76,1,0.0302,111.57,4,0.973
741,Pride (In The Name Of Love),U2,44,227733,0.000901,0.42100000000000004,0.742,0.00216,4,0.6890000000000001,-10.564,1,0.0334,105.889,4,0.762
749,Debaser,Pixies,63,173173,0.00042699999999999997,0.48700000000000004,0.884,0.402,5,0.0954,-11.995,1,0.0425,135.533,4,0.569
751,Love Buzz,Nirvana,43,215120,2.3800000000000003e-05,0.465,0.8859999999999999,0.314,3,0.152,-7.183,1,0.0354,137.986,4,0.772
755,Video Killed The Radio Star,The Buggles,70,252773,0.10300000000000001,0.68,0.6779999999999999,0.00828,1,0.204,-11.548,1,0.0754,131.165,4,0.251
758,Epic,Faith No More,69,293653,0.0222,0.358,0.893,0.0524,4,0.126,-7.486000000000001,0,0.12,174.238,4,0.262
762,Africa,Toto,86,295893,0.257,0.6709999999999999,0.373,7.950000000000001e-05,9,0.0481,-18.064,1,0.0323,92.71700000000001,4,0.732
778,Footloose,Kenny Loggins,74,226826,0.0984,0.583,0.905,0.00018999999999999998,2,0.0593,-6.132000000000001,1,0.0733,173.982,4,0.6459999999999999
779,I'm So Excited,The Pointer Sisters,67,230640,0.0962,0.59,0.868,0.000322,5,0.442,-5.832000000000001,0,0.048,184.34799999999998,4,0.7979999999999999
781,You Got It (The Right Stuff),New Kids On The Block,59,249960,0.0126,0.7879999999999999,0.522,1.35e-06,0,0.0671,-13.029000000000002,0,0.0578,111.57799999999999,4,0.9229999999999999
782,Hungry Heart,Bruce Springsteen,68,199453,0.0857,0.6409999999999999,0.894,0.009000000000000001,8,0.157,-7.41,1,0.0273,109.823,4,0.972
785,Rosanna,Toto,62,330986,0.0184,0.519,0.695,0.000617,7,0.5760000000000001,-7.218999999999999,0,0.0354,82.314,4,0.713
790,Never Gonna Give You Up,Rick Astley,55,212400,0.0262,0.695,0.976,2.4100000000000003e-05,8,0.182,-6.982,1,0.0428,113.35700000000001,4,0.937
791,Your Love,The Outfield,72,221840,0.10300000000000001,0.555,0.757,1.16e-06,1,0.0631,-7.867999999999999,0,0.0601,129.607,4,0.5820000000000001
797,Danger Zone,Kenny Loggins,71,215133,0.24100000000000002,0.544,0.897,0.0,3,0.13,-6.056,0,0.0471,157.17,4,0.647
801,We Built This City,Starship,75,296080,0.052000000000000005,0.6609999999999999,0.9079999999999999,0.0,5,0.0708,-4.897,1,0.039,144.091,4,0.6559999999999999
802,What I Like About You,The Romantics,70,175400,0.319,0.542,0.915,5.3400000000000004e-05,9,0.171,-9.637,1,0.0549,159.81,4,0.92
805,How Will I Know,Whitney Houston,48,273413,0.20199999999999999,0.838,0.664,0.000146,6,0.621,-9.176,1,0.0445,119.6,4,0.929
811,Break My Stride,Matthew Wilder,62,180240,0.2,0.9009999999999999,0.654,0.0,10,0.165,-10.15,1,0.0655,110.131,4,0.7809999999999999
822,Hold Me Now,Thompson Twins,52,286666,0.6579999999999999,0.787,0.517,1.07e-05,7,0.292,-12.794,1,0.0332,108.186,4,0.885
825,Talking In Your Sleep,The Romantics,48,236866,0.00673,0.708,0.851,0.00016999999999999999,9,0.10400000000000001,-10.995999999999999,0,0.0329,129.773,4,0.982
826,Jump (For My Love),The Pointer Sisters,63,263440,0.107,0.86,0.705,8.87e-06,10,0.149,-12.514000000000001,0,0.0894,134.395,4,0.8540000000000001
831,Oh Sherrie,Steve Perry,36,228800,0.312,0.5770000000000001,0.665,8.89e-05,5,0.138,-5.572,1,0.0285,101.807,4,0.305
833,I Want Candy,Bow Wow Wow,57,164533,0.006229999999999999,0.6859999999999999,0.649,0.0625,7,0.0592,-12.935,1,0.0642,109.984,4,0.76
836,You Got It,Roy Orbison,54,211226,0.5660000000000001,0.652,0.634,1.08e-06,9,0.15,-9.914,1,0.0261,114.681,4,0.674
865,Mama Said Knock You Out,LL Cool J,46,287893,0.0402,0.802,0.794,0.5,10,0.342,-7.351,0,0.125,102.37,4,0.614
870,Runnin',The Pharcyde,65,296266,0.0287,0.754,0.785,0.00144,10,0.319,-8.177999999999999,0,0.18,94.12299999999999,4,0.821
872,Bring Da Ruckus,Wu-Tang Clan,64,251466,0.23399999999999999,0.794,0.627,0.0,11,0.35,-9.431000000000001,1,0.36,87.554,4,0.518
875,Killing Me Softly With His Song,Fugees,72,298773,0.0279,0.765,0.29,1.02e-06,4,0.5710000000000001,-17.117,0,0.139,92.40899999999999,4,0.506
879,Baby Got Back,Sir Mix-A-Lot,27,262826,0.00471,0.9329999999999999,0.664,0.0,1,0.0908,-11.280999999999999,1,0.311,128.467,4,0.616
882,Fight The Power,Public Enemy,56,282640,0.00484,0.797,0.5820000000000001,2.04e-06,2,0.517,-12.97,1,0.255,105.97399999999999,4,0.415
883,Poison,Bell Biv DeVoe,49,261866,0.00217,0.838,0.575,0.00872,6,0.6409999999999999,-10.126,0,0.221,111.89200000000001,4,0.726
884,U Can't Touch This,MC Hammer,73,257360,0.00456,0.867,0.517,0.000339,11,0.0864,-13.222000000000001,0,0.0875,133.148,4,0.866
886,Around The Way Girl,LL Cool J,48,246533,0.00435,0.608,0.669,0.0109,1,0.337,-10.834000000000001,0,0.335,202.062,4,0.679
889,Can I Kick It?,A Tribe Called Quest,72,251573,0.17300000000000001,0.848,0.6659999999999999,0.000699,0,0.129,-6.547000000000001,1,0.27399999999999997,96.662,4,0.7440000000000001
894,Just A Friend,Biz Markie,63,238266,0.12,0.862,0.6629999999999999,0.0,0,0.318,-9.004,1,0.21,85.30799999999999,4,0.8370000000000001
906,Jump,Kris Kross,69,195106,0.0005009999999999999,0.7490000000000001,0.745,0.00403,2,0.33299999999999996,-10.625,1,0.16399999999999998,101.97200000000001,4,0.48100000000000004
914,Funkdafied,Da Brat,50,185933,0.0757,0.802,0.461,0.0,11,0.109,-12.367,0,0.302,90.995,4,0.74
915,On & On,Erykah Badu,52,225973,0.0534,0.758,0.408,0.00268,4,0.29600000000000004,-10.751,1,0.159,80.485,4,0.36700000000000005
918,Drive,Incubus,76,232453,0.0562,0.645,0.792,0.0121,4,0.11900000000000001,-7.34,0,0.036000000000000004,90.565,4,0.6659999999999999
920,Wonderwall,Oasis,21,258906,0.00212,0.41200000000000003,0.8490000000000001,0.0,2,0.13,-5.625,1,0.0361,174.428,4,0.486
925,Hallelujah,Jeff Buckley,57,413826,0.9309999999999999,0.32299999999999995,0.136,0.00119,0,0.17600000000000002,-10.33,1,0.0318,96.88,3,0.0828
926,Bitter Sweet Symphony,The Verve,32,358426,0.0415,0.389,0.889,0.0,9,0.46299999999999997,-6.546,1,0.0442,171.12099999999998,4,0.524
927,Meet Virginia,Train,67,239933,0.0863,0.675,0.5529999999999999,7.58e-06,7,0.11800000000000001,-7.775,1,0.0486,90.02,4,0.594
930,Mr. Jones,Counting Crows,78,272506,0.21100000000000002,0.581,0.8170000000000001,1.42e-06,0,0.24600000000000002,-6.542000000000001,1,0.0382,141.607,4,0.779
932,You Were Meant For Me,Jewel,66,254480,0.7909999999999999,0.5820000000000001,0.33,1.48e-06,6,0.105,-7.928,1,0.0347,111.87299999999999,4,0.40700000000000003
936,Save Tonight,Eagle-Eye Cherry,75,242733,8.14e-05,0.547,0.7070000000000001,0.000149,0,0.285,-8.74,1,0.0338,119.57600000000001,4,0.654
938,The Freshmen,The Verve Pipe,65,269466,0.0757,0.5710000000000001,0.505,1.04e-05,1,0.109,-9.312000000000001,0,0.0238,99.56200000000001,4,0.276
939,Loser,Beck,70,235000,0.0341,0.66,0.627,9.640000000000001e-05,6,0.385,-10.397,0,0.124,85.44,4,0.789
948,A Long December,Counting Crows,59,295066,0.469,0.39799999999999996,0.591,0.000588,5,0.337,-6.925,1,0.0298,142.336,4,0.425
953,Black Hole Sun,Soundgarden,16,318040,0.000336,0.35600000000000004,0.7170000000000001,0.00011999999999999999,6,0.0727,-8.488999999999999,1,0.0367,105.78,4,0.193
968,Alive,Pearl Jam,15,341160,0.00636,0.325,0.83,9.86e-06,2,0.255,-7.615,1,0.0415,74.992,4,0.56
971,All For You,Sister Hazel,66,218706,0.0399,0.631,0.7559999999999999,4.3700000000000005e-05,8,0.0924,-6.377999999999999,1,0.0376,137.039,4,0.6709999999999999
974,Foolish Games,Jewel,62,340666,0.9440000000000001,0.298,0.0735,0.000401,5,0.0976,-16.472,1,0.0378,131.045,4,0.174
978,Save Me,Aimee Mann,55,274493,0.604,0.616,0.34600000000000003,0.00232,10,0.0914,-10.437999999999999,1,0.0304,143.351,4,0.344
982,Sweet Child O' Mine,Sheryl Crow,52,234133,0.0867,0.5920000000000001,0.865,3.53e-06,7,0.10300000000000001,-3.1830000000000003,1,0.0282,124.27799999999999,4,0.659
985,Cowboy Take Me Away,Dixie Chicks,66,287266,0.365,0.467,0.622,0.00527,6,0.0982,-7.255,1,0.031,164.418,4,0.455
987,Annabelle,Gillian Welch,42,243866,0.8959999999999999,0.575,0.20199999999999999,0.00528,9,0.139,-11.925999999999998,0,0.0317,149.509,4,0.284
996,Hey Jealousy,Gin Blossoms,63,236066,0.00117,0.46399999999999997,0.785,1.46e-06,6,0.32799999999999996,-7.42,0,0.0436,153.005,4,0.528
999,If You Could Only See,Tonic,57,263280,0.00131,0.41700000000000004,0.946,0.0,10,0.154,-4.056,0,0.0507,95.245,4,0.517
1000,You Get What You Give,New Radicals,75,300773,0.171,0.618,0.8959999999999999,0.0,2,0.0875,-5.357,1,0.0307,113.961,4,0.711
1004,Flagpole Sitta,Harvey Danger,64,217266,0.0018399999999999998,0.35100000000000003,0.899,0.00011599999999999999,7,0.284,-4.119,1,0.0432,145.015,4,0.508
1006,Selling The Drama,Live,54,205413,0.00913,0.444,0.904,0.00011100000000000001,6,0.145,-6.733,1,0.0633,124.25299999999999,4,0.341
1007,My Own Worst Enemy,Lit,73,169026,0.0012900000000000001,0.494,0.946,0.0,4,0.39799999999999996,-2.7569999999999997,1,0.0637,103.40799999999999,4,0.741
1016,Got You (Where I Want You),The Flys,56,242453,0.000405,0.47,0.644,0.293,8,0.134,-6.721,1,0.0269,75.597,4,0.521
1018,Who's Gonna Ride Your Wild Horses,U2,15,316426,0.040999999999999995,0.436,0.682,0.000155,7,0.0712,-10.597999999999999,1,0.0384,132.66299999999998,4,0.41600000000000004
1019,What's Up?,4 Non Blondes,80,295493,0.16,0.561,0.555,0.0,11,0.114,-9.734,0,0.0287,134.369,4,0.49700000000000005
1024,Alright,Supergrass,73,180880,0.000479,0.467,0.958,0.19899999999999998,4,0.299,-4.808,0,0.0775,145.92,4,0.701
1033,Why I'm Here,Oleander,50,238093,0.00913,0.638,0.6659999999999999,0.000843,8,0.111,-7.056,0,0.0233,100.01,4,0.47
1039,Teenage Dirtbag,Wheatus,72,241840,0.36,0.617,0.84,8.85e-05,4,0.179,-4.063,1,0.0512,94.676,4,0.57
1045,Inside Out,Eve 6,68,219466,0.114,0.483,0.818,0.0,11,0.36700000000000005,-7.666,1,0.0444,175.668,4,0.691
1047,Cannonball,The Breeders,8,215573,0.00971,0.498,0.685,0.775,3,0.365,-11.795,1,0.0394,112.49,4,0.765
1050,Mmm Mmm Mmm Mmm,Crash Test Dummies,59,235173,0.25,0.58,0.575,1.83e-05,3,0.0813,-7.72,1,0.0231,92.934,4,0.37
1051,Santa Monica,Everclear,68,191506,0.156,0.491,0.9420000000000001,0.0,7,0.36700000000000005,-5.332999999999999,1,0.132,100.446,4,0.387
1055,Lullaby,Shawn Mullins,52,329866,0.0211,0.626,0.731,0.00231,7,0.249,-8.0,1,0.0455,79.971,4,0.545
1058,Linger,The Cranberries,77,274706,0.0783,0.439,0.434,4.8700000000000005e-05,7,0.14,-14.918,1,0.0265,94.845,4,0.204
1063,One Man Army,Our Lady Peace,49,202293,0.0273,0.406,0.888,0.0,6,0.0848,-4.204,1,0.131,159.386,4,0.5920000000000001
1065,Stupid Girl,Garbage,59,258133,0.00336,0.588,0.804,0.00172,11,0.0358,-4.006,1,0.0333,120.015,4,0.736
1069,The Impression That I Get,The Mighty Mighty Bosstones,66,194760,0.0908,0.425,0.9359999999999999,0.00469,4,0.201,-5.354,1,0.145,182.31799999999998,4,0.665
1070,Far Behind,Candlebox,55,299733,0.00187,0.552,0.645,1.38e-06,7,0.0424,-6.595,1,0.0268,89.51799999999999,4,0.588
1071,Buddy Holly,Weezer,72,159586,0.00611,0.535,0.9309999999999999,7.26e-05,8,0.0887,-4.012,1,0.0451,120.958,4,0.825
1072,What I Got,Sublime,20,171066,0.0172,0.795,0.706,0.000384,7,0.326,-7.494,1,0.10099999999999999,95.59299999999999,4,0.623
1076,Life Is A Highway,Tom Cochrane,65,266560,0.0681,0.6829999999999999,0.7509999999999999,8.36e-06,5,0.248,-10.184,1,0.0346,103.036,4,0.841
1083,Everything About You,Ugly Kid Joe,47,255160,0.00878,0.494,0.8170000000000001,2.26e-06,1,0.0958,-8.408999999999999,1,0.0516,122.671,4,0.755
1088,Bound For The Floor,Local H,55,223213,0.00011399999999999999,0.621,0.495,0.00126,6,0.0592,-7.492000000000001,1,0.0618,119.20700000000001,4,0.638
1092,Zombie,The Cranberries,82,306410,0.0163,0.299,0.613,0.00359,7,0.368,-9.012,1,0.0347,166.96,4,0.306
1095,Come As You Are,Nirvana,74,218920,0.000182,0.505,0.825,0.0009480000000000001,4,0.0855,-5.721,0,0.0401,119.98700000000001,4,0.541
1102,Nothing Else Matters,Metallica,29,388733,0.0505,0.5579999999999999,0.364,5.02e-06,4,0.0753,-11.258,0,0.0265,142.171,3,0.17
1103,The Kids Aren't Alright,The Offspring,39,180160,0.00594,0.527,0.941,2.8899999999999998e-05,1,0.0641,-4.213,1,0.0377,99.63600000000001,4,0.7929999999999999
1106,Killing In The Name,Rage Against The Machine,79,313573,0.0266,0.466,0.833,0.0,7,0.0327,-4.215,1,0.304,88.785,4,0.6609999999999999
1113,November Rain,Guns N' Roses,38,537506,0.0165,0.19699999999999998,0.629,0.27899999999999997,11,0.125,-9.291,1,0.03,79.495,4,0.221
1121,Say It Ain't So,Weezer,74,256880,0.00328,0.635,0.435,6.78e-06,3,0.071,-7.521,1,0.031,76.098,4,0.45899999999999996
1123,Bullet With Butterfly Wings,The Smashing Pumpkins,18,257706,5.01e-05,0.389,0.705,0.86,10,0.09,-10.331,0,0.0553,122.154,4,0.555
1129,Celebrity Skin,Hole,26,162493,1.3500000000000001e-05,0.44299999999999995,0.8959999999999999,0.000101,9,0.369,-6.162999999999999,1,0.0457,134.145,4,0.733
1130,Closer,Nine Inch Nails,69,373306,0.000365,0.5589999999999999,0.725,0.5529999999999999,10,0.11199999999999999,-8.631,0,0.0426,90.012,4,0.501
1133,Hedonism - Just Because You Feel Good,Skunk Anansie,62,207360,0.0874,0.563,0.536,0.000105,10,0.16399999999999998,-9.488,1,0.0286,81.094,4,0.312
1178,Three Little Birds,Bob Marley & The Wailers,39,180266,0.0111,0.8140000000000001,0.48200000000000004,1.57e-06,9,0.0476,-10.493,1,0.0588,148.404,4,0.615
1190,Dreams,Gabrielle,67,223533,0.16899999999999998,0.7490000000000001,0.461,0.0,9,0.0681,-13.652000000000001,1,0.0362,98.78299999999999,4,0.5660000000000001
1204,Everybody's Changing,Keane,72,215880,0.0014,0.517,0.8390000000000001,0.000365,0,0.10800000000000001,-3.5210000000000004,1,0.0287,94.016,4,0.41600000000000004
1209,Smile,Lily Allen,68,196893,0.00143,0.632,0.639,0.0,5,0.221,-5.938,1,0.0259,95.506,4,0.733
1270,El Triste,José José,49,251666,0.677,0.33,0.433,0.0,0,0.16399999999999998,-12.798,0,0.042,109.86399999999999,4,0.485
1282,¿Quieres Ser Mi Amante?,Camilo Sesto,63,249666,0.792,0.409,0.574,1.28e-06,5,0.0915,-8.112,0,0.0415,151.97899999999998,4,0.55
1285,Cien años,Pedro Infante,5,202640,0.802,0.612,0.183,3.38e-06,7,0.11199999999999999,-13.277000000000001,1,0.0329,106.412,4,0.524
1286,Nuestro Juramento,Julio Jaramillo,57,195906,0.7809999999999999,0.835,0.309,0.0022199999999999998,11,0.0674,-16.254,0,0.0384,125.17200000000001,4,0.813
1297,El Reloj,Los Panchos,4,157186,0.8540000000000001,0.821,0.348,0.0,3,0.0854,-8.897,0,0.0433,112.053,4,0.7140000000000001
1311,Eres Tú,Mocedades,40,207093,0.488,0.37799999999999995,0.473,0.000787,2,0.517,-10.515,1,0.0296,83.13799999999999,4,0.621
1314,La Media Vuelta,Luis Miguel,72,161040,0.29100000000000004,0.631,0.6829999999999999,0.0,7,0.0994,-8.788,1,0.0344,97.959,4,0.708
1340,Solamente Una Vez,Luis Miguel,47,181866,0.27899999999999997,0.36200000000000004,0.6459999999999999,4.0799999999999996e-05,5,0.0998,-7.4239999999999995,1,0.0371,82.529,4,0.271
1343,Me Gustas,Joan Sebastian,68,207586,0.5539999999999999,0.5720000000000001,0.433,7.37e-05,5,0.10800000000000001,-8.086,1,0.0294,145.375,4,0.504
1458,Big Jet Plane,Angus & Julia Stone,67,239146,0.239,0.763,0.387,0.00747,10,0.13,-8.642999999999999,0,0.0278,109.95700000000001,4,0.273
1561,Halo,Beyoncé,82,261640,0.272,0.508,0.72,0.0,11,0.0563,-5.9079999999999995,0,0.0628,79.983,4,0.47200000000000003
1565,Chasing Cars,Snow Patrol,79,267933,0.209,0.563,0.5920000000000001,5.08e-05,9,0.132,-4.571000000000001,1,0.0276,104.016,4,0.136
1574,Home,Edward Sharpe & The Magnetic Zeros,76,303200,0.292,0.542,0.589,0.000522,2,0.177,-6.622999999999999,1,0.0318,111.665,4,0.13699999999999998
1576,Yellow,Coldplay,83,266773,0.0023899999999999998,0.429,0.6609999999999999,0.00013000000000000002,11,0.23399999999999999,-7.227,1,0.0281,173.365,4,0.285
1595,Trouble,Coldplay,73,273426,0.18899999999999997,0.561,0.547,0.00157,11,0.17,-7.496,0,0.0321,139.755,4,0.19
1599,Better Together,Jack Johnson,72,207680,0.29100000000000004,0.866,0.34700000000000003,7.01e-06,7,0.109,-9.552999999999999,0,0.0685,110.06299999999999,4,0.616
1630,Walk,Pantera,73,315120,0.000155,0.43,0.7040000000000001,0.00221,1,0.0933,-8.008,0,0.0804,118.242,4,0.703
1755,Zombie,Fela Kuti,30,745653,0.38799999999999996,0.7040000000000001,0.9420000000000001,0.0147,2,0.302,-5.115,0,0.171,131.69,4,0.584
1867,Back To Black,Amy Winehouse,81,240440,0.12300000000000001,0.49,0.725,2.68e-05,10,0.0983,-3.304,1,0.0392,123.28,4,0.335
1871,Party In The U.S.A.,Miley Cyrus,79,202066,0.00112,0.652,0.698,0.00011499999999999999,10,0.0886,-4.667,0,0.042,96.021,4,0.47
1877,Don't Cha,The Pussycat Dolls,40,272080,0.00542,0.875,0.631,2.54e-06,1,0.127,-3.475,1,0.099,120.00200000000001,4,0.5489999999999999
1880,Irreplaceable,Beyoncé,78,227853,0.0293,0.447,0.6940000000000001,5.46e-06,7,0.16699999999999998,-4.637,0,0.382,175.868,4,0.509
1887,This Love,Maroon 5,40,206200,0.0551,0.7140000000000001,0.868,0.0,5,0.0987,-4.596,0,0.0363,95.05,4,0.78
1893,U Remind Me,Usher,77,266893,0.19399999999999998,0.657,0.629,0.0,6,0.254,-4.938,1,0.0782,93.985,4,0.726
1894,Hollaback Girl,Gwen Stefani,72,199853,0.35,0.9259999999999999,0.9159999999999999,6.17e-06,10,0.0234,-2.221,0,0.0929,110.007,4,0.904
1900,Ordinary People,John Legend,70,281466,0.929,0.469,0.132,0.0,10,0.0873,-14.001,1,0.0807,67.01100000000001,3,0.36
1902,Kids,MGMT,78,302840,0.0007599999999999999,0.451,0.9309999999999999,0.0049,9,0.361,-3.8710000000000004,1,0.0719,122.961,4,0.172
1906,She Will Be Loved,Maroon 5,45,257133,0.0567,0.524,0.711,0.0,0,0.134,-5.494,0,0.0405,203.86700000000002,4,0.539
1910,Bootylicious,Destiny's Child,59,207354,0.00247,0.835,0.833,0.0,1,0.171,-4.364,0,0.284,103.35799999999999,4,0.586
1914,White Flag,Dido,68,240040,0.344,0.509,0.537,7.26e-06,5,0.0805,-6.834,1,0.0383,170.037,4,0.315
1915,The Scientist,Coldplay,86,309600,0.727,0.56,0.442,1.7100000000000002e-05,5,0.11,-7.224,1,0.0243,146.44799999999998,4,0.212
1921,Love Story,Taylor Swift,71,235266,0.17,0.618,0.741,0.0,2,0.0822,-3.95,1,0.031,118.984,4,0.29600000000000004
1928,Murder On The Dancefloor,Sophie Ellis-Bextor,64,230013,0.00312,0.7340000000000001,0.848,1.1599999999999999e-05,1,0.313,-5.285,0,0.0309,117.31,4,0.863
1938,Little L,Jamiroquai,58,295400,0.168,0.878,0.7240000000000001,0.0116,10,0.133,-5.372999999999999,0,0.129,121.906,4,0.904
1944,So Sick,Ne-Yo,38,207186,0.24600000000000002,0.452,0.574,0.0,6,0.18899999999999997,-8.336,1,0.31,92.791,4,0.58
1948,Mercy,Duffy,71,219920,0.266,0.7929999999999999,0.8590000000000001,0.000356,0,0.133,-3.7739999999999996,1,0.0332,129.912,4,0.9640000000000001
1951,Fireflies,Owl City,39,228346,0.0274,0.513,0.6609999999999999,0.0,3,0.11800000000000001,-6.8,1,0.0439,180.118,4,0.461
1954,Breathless,The Corrs,69,207506,0.0541,0.607,0.82,6.8e-05,11,0.26899999999999996,-7.754,1,0.0597,126.988,4,0.768
1963,7 Days,Craig David,73,235133,0.23,0.659,0.812,0.0,4,0.0951,-7.499,0,0.0487,83.01299999999999,4,0.888
1966,Good Golly Miss Molly,Little Richard,23,127386,0.48100000000000004,0.557,0.873,0.00021,7,0.395,-9.129,1,0.0444,166.18900000000002,4,0.9670000000000001
1969,At The Hop,Danny & The Juniors,18,149933,0.7390000000000001,0.45399999999999996,0.838,2.3e-05,8,0.29,-6.971,1,0.0544,192.361,4,0.903
1970,Ain't That A Shame,Fats Domino,57,152200,0.767,0.486,0.501,7.6e-05,4,0.0679,-8.57,1,0.0326,122.89399999999999,4,0.9420000000000001
1971,Jailhouse Rock,Elvis Presley,12,155333,0.314,0.635,0.672,5.03e-06,10,0.0718,-6.787999999999999,0,0.0637,166.903,4,0.895
1978,Hound Dog,Elvis Presley,12,133293,0.62,0.34299999999999997,0.884,0.0006730000000000001,5,0.564,-4.123,0,0.129,177.75099999999998,4,0.94
1980,Long Tall Sally,Little Richard,24,128280,0.608,0.415,0.635,0.0,5,0.25,-8.982000000000001,1,0.0772,183.665,4,0.8420000000000001
1983,Dream Lover,Bobby Darin,63,150706,0.715,0.526,0.774,0.0,5,0.43700000000000006,-1.692,1,0.0459,131.715,4,0.715
1985,Diana,Paul Anka,52,136946,0.297,0.562,0.414,0.0,7,0.848,-9.984,1,0.0293,143.27,4,0.961
1992,Oh! Carol,Neil Sedaka,51,135773,0.7659999999999999,0.584,0.743,0.0,8,0.319,-7.039,0,0.0463,132.747,4,0.815
1996,Since I Don't Have You,The Skyliners,12,156893,0.7170000000000001,0.212,0.33399999999999996,0.0056,6,0.0936,-12.196,1,0.0308,141.071,4,0.638
1998,Folsom Prison Blues,Johnny Cash,53,172026,0.716,0.728,0.679,3.65e-05,5,0.0901,-5.78,1,0.0262,101.601,4,0.8690000000000001
1999,C'mon Everybody,Eddie Cochran,11,117666,0.24600000000000002,0.622,0.645,0.00011599999999999999,4,0.0894,-11.847000000000001,1,0.0567,175.84,4,0.863
2000,Love Potion No. 9,The Clovers,57,112200,0.8109999999999999,0.71,0.7120000000000001,0.0,7,0.109,-6.2989999999999995,1,0.0515,128.75799999999998,4,0.9109999999999999
2001,Reet Petite,Jackie Wilson,57,162093,0.389,0.6779999999999999,0.6829999999999999,0.0,5,0.135,-5.417999999999999,1,0.16699999999999998,85.969,4,0.8420000000000001
2002,You Send Me,Sam Cooke,11,173026,0.915,0.574,0.25,0.0,4,0.146,-10.307,0,0.0276,96.74,4,0.44299999999999995
2003,Summertime Blues,Eddie Cochran,17,120000,0.387,0.721,0.82,0.00032599999999999996,11,0.198,-10.32,0,0.0448,155.968,4,0.966
2005,Sixteen Tons,Tennessee Ernie Ford,56,158306,0.7959999999999999,0.693,0.324,0.0,11,0.24600000000000002,-15.085,1,0.205,144.14,4,0.382
2006,Tutti Frutti,Little Richard,14,146640,0.782,0.532,0.591,0.0,0,0.0647,-3.81,0,0.0591,184.4,4,0.9620000000000001
2013,Lonely Teardrops,Jackie Wilson,55,164346,0.596,0.591,0.5820000000000001,0.0,7,0.784,-4.553999999999999,1,0.129,137.221,4,0.9059999999999999
2014,My Baby Just Cares For Me,Nina Simone,18,217626,0.858,0.753,0.40700000000000003,7.07e-06,6,0.0968,-10.386,0,0.0711,118.314,4,0.522
2015,Mess Around,Ray Charles,61,160226,0.43700000000000006,0.565,0.9620000000000001,0.0,8,0.055999999999999994,-2.9810000000000003,1,0.064,148.808,4,0.9059999999999999
2019,Hello Mary Lou (Goodbye Heart),Ricky Nelson,54,139280,0.158,0.5589999999999999,0.78,6.89e-06,9,0.0793,-6.597,1,0.0328,98.661,4,0.9640000000000001
2024,Fannie Mae,Buster Brown,48,172160,0.92,0.61,0.5329999999999999,0.531,10,0.13,-7.324,0,0.0368,124.29,4,0.8420000000000001
2032,Ya Ya,Lee Dorsey,52,146053,0.607,0.758,0.557,0.000218,5,0.193,-10.106,1,0.0453,140.795,4,0.887
2033,To The Aisle,The Five Satins,49,165866,0.91,0.32299999999999995,0.273,0.0,5,0.1,-10.152000000000001,1,0.0355,194.882,3,0.547
2038,Tennessee Waltz,Patti Page,10,183573,0.9570000000000001,0.46799999999999997,0.171,3.74e-05,5,0.142,-10.905,1,0.0303,86.525,3,0.35700000000000004
2044,The House Of The Rising Sun,The Animals,71,269906,0.000334,0.316,0.484,0.00445,9,0.0912,-9.11,0,0.0308,117.363,3,0.299
2045,My Girl,The Temptations,21,178120,0.545,0.6,0.546,0.0,0,0.5589999999999999,-5.7139999999999995,1,0.0691,104.45100000000001,4,0.598
2051,Be My Baby,The Ronettes,72,160906,0.18100000000000002,0.511,0.769,0.0,4,0.0921,-7.032,1,0.042,129.657,4,0.818
2054,Down On The Corner,Creedence Clearwater Revival,32,166280,0.594,0.831,0.544,0.00389,0,0.0736,-9.288,1,0.0837,108.177,4,0.856
2055,Will You Love Me Tomorrow,The Shirelles,18,162960,0.35100000000000003,0.539,0.406,5.1e-06,0,0.161,-6.225,1,0.0261,135.923,4,0.376
2056,Stand By Me,Ben E. King,80,180055,0.57,0.65,0.306,7.07e-06,9,0.0707,-9.443,1,0.0393,118.068,4,0.605
2059,Mrs. Robinson,Simon & Garfunkel,59,242533,0.7859999999999999,0.604,0.461,3.12e-05,6,0.0928,-13.372,0,0.0447,91.90899999999999,4,0.8029999999999999
2065,Son Of A Preacher Man,Dusty Springfield,48,145946,0.16899999999999998,0.5579999999999999,0.636,0.0,4,0.0984,-6.992000000000001,1,0.0494,90.595,4,0.721
2066,You Can't Hurry Love,The Supremes,57,161613,0.16,0.46,0.708,0.0,10,0.185,-9.835,1,0.0977,194.95,4,0.542
2068,I Heard It Through The Grapevine,Marvin Gaye,69,195266,0.195,0.7290000000000001,0.324,0.0,8,0.10099999999999999,-13.017000000000001,0,0.0393,116.855,4,0.679
