,song_name,artist_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
2072,Sweet Caroline,Neil Diamond,36,203573,0.611,0.529,0.127,0.000109,11,0.237,-16.066,1,0.0274,63.05,4,0.578
2074,What Becomes Of The Brokenhearted,Jimmy Ruffin,25,175693,0.62,0.715,0.423,0.0,7,0.568,-12.663,0,0.0306,98.62299999999999,4,0.596
2085,Please Mr. Postman,The Marvelettes,18,149093,0.715,0.779,0.7959999999999999,0.0,2,0.14800000000000002,-3.5260000000000002,1,0.0319,120.98899999999999,4,0.963
2086,For Once In My Life,Stevie Wonder,72,169800,0.195,0.524,0.519,0.0,6,0.523,-11.902999999999999,1,0.043,110.12100000000001,4,0.847
2089,This Old Heart Of Mine (Is Weak For You),The Isley Brothers,19,164960,0.23600000000000002,0.63,0.644,0.0,5,0.265,-6.321000000000001,1,0.028999999999999998,131.593,4,0.9259999999999999
2091,A Whiter Shade Of Pale,Procol Harum,67,248946,0.504,0.249,0.66,0.0026,0,0.0891,-6.905,1,0.0342,149.813,4,0.435
2109,Don't Let Me Be Misunderstood,The Animals,58,145693,0.146,0.546,0.568,0.0,11,0.77,-9.604,0,0.0285,112.584,4,0.488
2113,The Letter,The Box Tops,65,112800,0.252,0.638,0.428,0.0,9,0.132,-12.155999999999999,0,0.0687,139.434,4,0.9009999999999999
2120,Mr. Tambourine Man,Bob Dylan,63,330533,0.794,0.39,0.31,0.0,5,0.379,-14.545,1,0.0676,177.515,4,0.584
2124,A Hard Rain's A-Gonna Fall,Bob Dylan,58,412200,0.919,0.5670000000000001,0.198,0.0008710000000000001,4,0.135,-18.680999999999997,1,0.0327,92.46700000000001,4,0.321
2146,Daddy Cool,Boney M.,56,207893,0.27,0.764,0.775,0.767,5,0.156,-6.907,0,0.0368,124.42399999999999,4,0.9359999999999999
2147,It's a Heartache,Bonnie Tyler,12,210573,0.033,0.539,0.648,1.16e-06,0,0.29,-7.336,1,0.0299,118.89,4,0.493
2148,Ain't No Sunshine,Bill Withers,77,125093,0.457,0.479,0.41600000000000004,1.7199999999999998e-05,4,0.11800000000000001,-11.450999999999999,0,0.124,79.593,4,0.514
2150,Sweet Home Alabama,Lynyrd Skynyrd,62,284413,0.0915,0.609,0.6609999999999999,0.000482,7,0.254,-9.549,1,0.0252,97.93,4,0.892
2154,Spirit In The Sky,Norman Greenbaum,73,239600,0.11199999999999999,0.601,0.643,0.00209,2,0.08800000000000001,-5.827999999999999,1,0.0314,128.262,4,0.552
2159,Lady Marmalade,Patti LaBelle,60,235266,0.551,0.5710000000000001,0.652,0.0,2,0.0598,-11.034,0,0.0499,117.956,4,0.9470000000000001
2162,Mr. Blue Sky,Electric Light Orchestra,81,303373,0.652,0.38799999999999996,0.33799999999999997,3.72e-06,10,0.248,-10.054,1,0.0328,177.78400000000002,4,0.47700000000000004
2164,Kung Fu Fighting,Carl Douglas,25,196349,0.0424,0.612,0.685,3.74e-05,2,0.151,-9.838,1,0.0656,102.25299999999999,4,0.579
2167,Piano Man,Billy Joel,74,336093,0.6,0.33399999999999996,0.47200000000000003,3.77e-06,0,0.317,-8.792,1,0.0277,179.167,3,0.431
2171,Carry On Wayward Son,Kansas,54,205026,0.000553,0.40299999999999997,0.648,6.879999999999999e-05,9,0.42100000000000004,-8.1,0,0.0325,126.682,4,0.904
2174,I'm Every Woman,Chaka Khan,64,213266,0.0145,0.537,0.929,0.000618,5,0.188,-4.957,0,0.0446,114.785,4,0.7170000000000001
2193,Hot Stuff,Donna Summer,25,314760,0.0055899999999999995,0.823,0.743,0.0306,0,0.0707,-13.98,1,0.0316,120.471,4,0.966
2194,The Boys Are Back In Town,Thin Lizzy,27,263826,0.252,0.36,0.851,3.77e-06,8,0.0802,-5.542000000000001,1,0.0838,79.39,4,0.6829999999999999
2210,Sunny,Boney M.,65,242240,0.0876,0.647,0.868,0.124,0,0.129,-6.4270000000000005,0,0.105,121.822,4,0.8029999999999999
2211,The Passenger,Iggy Pop,26,284066,0.0797,0.5,0.846,0.0,0,0.24100000000000002,-8.097999999999999,1,0.0457,134.937,4,0.738
2219,Dreadlock Holiday,10cc,24,267746,0.435,0.8370000000000001,0.40700000000000003,0.000487,7,0.174,-12.415999999999999,0,0.0563,105.01299999999999,4,0.922
2222,What's Going On,Marvin Gaye,30,232600,0.105,0.245,0.833,0.0,1,0.359,-5.555,0,0.11599999999999999,205.375,4,0.805
2223,Strawberry Letter 23,The Brothers Johnson,17,298794,0.297,0.722,0.787,0.0070599999999999994,7,0.146,-7.332999999999999,0,0.0508,90.839,4,0.708
2241,Wake Me Up Before You Go-Go,Wham!,27,230693,0.18600000000000003,0.618,0.764,0.0,0,0.12,-6.027,1,0.0562,81.366,4,0.8759999999999999
2250,Born In The U.S.A.,Bruce Springsteen,54,278826,0.00201,0.397,0.861,2.49e-05,4,0.35,-12.155999999999999,1,0.0569,121.85600000000001,4,0.512
2267,Drive,The Cars,71,234493,0.124,0.5820000000000001,0.606,0.00139,6,0.151,-9.961,1,0.0289,111.441,5,0.504
2285,Holiday,Madonna,63,231560,0.0251,0.813,0.6990000000000001,0.0135,7,0.0527,-8.656,1,0.0458,117.54799999999999,4,0.732
2295,I Just Called To Say I Love You,Stevie Wonder,71,262240,0.243,0.748,0.551,1.57e-06,1,0.0943,-9.054,1,0.0239,113.535,4,0.65
2304,Red Red Wine,UB40,77,183733,0.00414,0.857,0.46799999999999997,1.32e-05,1,0.26899999999999996,-8.53,1,0.0476,89.119,4,0.843
2312,Walk Of Life,Dire Straits,38,249960,0.405,0.461,0.9179999999999999,0.00033,4,0.126,-8.507,1,0.0959,172.435,4,0.802
2317,She Drives Me Crazy,Fine Young Cannibals,25,218906,0.16399999999999998,0.7959999999999999,0.693,1.77e-05,2,0.0408,-6.02,1,0.0413,108.8,4,0.9540000000000001
2327,The Look,Roxette,70,237320,0.0531,0.634,0.838,8.34e-06,2,0.0522,-5.3629999999999995,1,0.0413,95.01100000000001,4,0.541
2328,Broken Wings,Mr. Mister,63,343933,0.134,0.28600000000000003,0.5,4.57e-05,1,0.10800000000000001,-14.280999999999999,0,0.0357,99.162,4,0.44299999999999995
2338,Say My Name,Destiny's Child,72,271333,0.27399999999999997,0.522,0.6759999999999999,0.0,5,0.134,-3.571,0,0.16,67.42699999999999,4,0.746
2342,Torn,Natalie Imbruglia,72,244813,0.0746,0.5589999999999999,0.9279999999999999,5.56e-05,5,0.696,-3.04,1,0.0355,96.315,4,0.599
2344,...Baby One More Time,Britney Spears,78,211066,0.20199999999999999,0.759,0.6990000000000001,0.000131,0,0.44299999999999995,-5.745,0,0.0307,92.96,4,0.907
2347,It's Oh So Quiet,Björk,52,217733,0.631,0.474,0.136,0.0,3,0.0717,-14.114,1,0.0595,124.412,3,0.2
2357,Enjoy the Silence,Depeche Mode,71,255133,0.2,0.6629999999999999,0.838,0.000177,0,0.0782,-5.744,0,0.0286,112.788,4,0.752
2362,Truly Madly Deeply,Savage Garden,72,277266,0.40299999999999997,0.555,0.698,0.0,0,0.0851,-8.874,1,0.0287,168.12,4,0.816
2369,If It Makes You Happy,Sheryl Crow,62,324840,0.0409,0.541,0.6920000000000001,0.000178,7,0.10800000000000001,-7.056,1,0.0278,95.446,4,0.303
2381,I Wish,Skee-Lo,59,249293,0.00137,0.669,0.809,0.0,7,0.38,-7.146,1,0.147,97.885,4,0.5720000000000001
2383,My Love Is Your Love,Whitney Houston,58,260120,0.0449,0.77,0.47100000000000003,3.95e-06,7,0.0669,-9.578,1,0.156,82.515,4,0.474
2395,What Is Love,Haddaway,72,270373,0.0222,0.6829999999999999,0.772,0.0149,7,0.203,-7.907,0,0.0311,123.87100000000001,4,0.737
2396,Thank You,Dido,69,218360,0.3,0.725,0.583,0.000215,1,0.0665,-9.942,0,0.0424,79.984,4,0.765
2398,Just A Girl,No Doubt,27,208400,0.0799,0.6409999999999999,0.914,6.54e-05,2,0.132,-4.798,1,0.05,107.99600000000001,4,0.723
2399,Pump Up The Jam,Technotronic,57,320306,0.0148,0.8859999999999999,0.8440000000000001,4.36e-06,10,0.0494,-9.224,0,0.0734,124.602,4,0.715
2400,Damn I Wish I Was Your Lover,Sophie B. Hawkins,56,323400,0.281,0.563,0.8059999999999999,1.49e-05,2,0.363,-6.8260000000000005,1,0.0496,95.18799999999999,4,0.42
2403,Ice Ice Baby,Vanilla Ice,66,271466,0.027000000000000003,0.98,0.535,1.68e-06,2,0.10400000000000001,-16.035,1,0.057999999999999996,115.744,4,0.675
2407,Butterfly,Crazy Town,73,216733,0.00132,0.736,0.8109999999999999,0.00014199999999999998,9,0.107,-4.17,0,0.081,103.50200000000001,4,0.609
2408,Groove Is In The Heart,Deee-Lite,66,231786,0.0153,0.6940000000000001,0.8809999999999999,0.0196,1,0.0851,-4.053,0,0.0701,121.554,4,0.924
2416,Close To You,Maxi Priest,56,330080,0.0105,0.762,0.6459999999999999,2.14e-06,10,0.0406,-8.69,0,0.092,95.992,4,0.8190000000000001
2419,Fly Away,Lenny Kravitz,71,221332,0.018000000000000002,0.586,0.872,0.0,7,0.622,-5.066,1,0.0483,159.925,4,0.7290000000000001
2424,Man! I Feel Like A Woman!,Shania Twain,34,233000,0.642,0.675,0.888,0.0,10,0.36,-3.0180000000000002,1,0.0439,124.961,4,0.74
2498,Golden Skans,Klaxons,31,165120,0.00041799999999999997,0.46299999999999997,0.836,7.38e-06,2,0.25,-2.7760000000000002,0,0.0381,141.955,4,0.713
2500,Paper Planes,M.I.A.,73,205200,0.0254,0.541,0.8540000000000001,0.000125,2,0.6509999999999999,-6.196000000000001,1,0.155,86.044,4,0.45399999999999996
2505,Heads Will Roll,Yeah Yeah Yeahs,29,221000,0.00018700000000000002,0.562,0.903,0.0939,8,0.298,-4.46,0,0.0296,132.009,4,0.7909999999999999
2506,1901,Phoenix,66,193120,0.0588,0.607,0.835,4.71e-05,0,0.195,-5.4270000000000005,1,0.0415,144.08700000000002,4,0.7190000000000001
2508,Banquet,Bloc Party,58,200400,0.000156,0.591,0.9390000000000001,0.0111,10,0.0882,-4.9110000000000005,0,0.0533,150.249,4,0.856
2509,Men's Needs,The Cribs,56,195697,0.000106,0.5479999999999999,0.94,6.440000000000001e-05,1,0.0696,-2.274,0,0.0472,121.994,4,0.7829999999999999
2513,Always Like This,Bombay Bicycle Club,27,245640,0.441,0.659,0.591,0.0008609999999999999,1,0.0862,-6.712999999999999,1,0.0313,121.14,4,0.7070000000000001
2514,Two Weeks,Grizzly Bear,70,243160,0.289,0.537,0.7120000000000001,0.005679999999999999,5,0.08,-5.597,1,0.0286,159.871,4,0.7040000000000001
2515,Do It All Over Again,Spiritualized,43,226426,0.00151,0.42100000000000004,0.757,0.0422,0,0.11599999999999999,-6.034,1,0.0324,140.102,4,0.672
2518,Float On,Modest Mouse,73,208466,0.013000000000000001,0.649,0.888,2.23e-06,6,0.0888,-4.8069999999999995,1,0.0293,100.975,4,0.5529999999999999
2519,I'm Not Gonna Teach Your Boyfriend How To Dance With You,Black Kids,47,217733,0.000304,0.48,0.929,0.0,0,0.366,-4.082,1,0.0476,125.321,4,0.799
2521,Black And White Town,Doves,44,262896,0.000109,0.287,0.815,0.265,1,0.159,-6.593999999999999,1,0.0436,171.653,4,0.302
2524,Rebellion (Lies),Arcade Fire,11,310893,0.00787,0.4,0.934,0.513,8,0.33799999999999997,-5.696000000000001,1,0.0344,127.09,4,0.731
2525,Jump In The Pool,Friendly Fires,54,217040,0.00883,0.419,0.924,0.0229,9,0.313,-4.404,1,0.11599999999999999,139.977,4,0.36200000000000004
2527,Skinny Love,Bon Iver,69,238532,0.8420000000000001,0.5920000000000001,0.256,2.38e-06,4,0.08800000000000001,-14.030999999999999,0,0.0449,76.361,4,0.10300000000000001
2531,Such Great Heights,The Postal Service,44,266346,0.00907,0.653,0.818,0.23,5,0.0703,-8.125,1,0.047,174.984,4,0.198
2532,Hoppípolla,Sigur Rós,44,270013,0.0356,0.312,0.5429999999999999,0.225,11,0.128,-9.875,1,0.0308,140.109,4,0.17800000000000002
2535,This Is Love,PJ Harvey,41,227533,5.3299999999999995e-05,0.589,0.705,1.22e-05,0,0.161,-5.236000000000001,1,0.0292,112.402,4,0.39399999999999996
2537,You Can't Hurry Love,The Concretes,44,122706,0.007509999999999999,0.349,0.723,0.00575,2,0.325,-5.189,1,0.0342,138.804,4,0.775
2539,Mykonos,Fleet Foxes,17,275306,0.41700000000000004,0.391,0.45,0.000335,11,0.14,-9.251,1,0.0306,121.946,4,0.344
2542,Daniel,Bat For Lashes,56,251120,0.0118,0.593,0.6579999999999999,0.0204,8,0.13699999999999998,-8.392999999999999,0,0.0364,135.053,4,0.42200000000000004
2549,Everything In Its Right Place,Radiohead,65,251426,0.6990000000000001,0.293,0.462,0.0444,5,0.0954,-11.412,0,0.0453,124.00399999999999,5,0.0623
2553,Whole New Way,The Horrors,44,238381,0.0713,0.5589999999999999,0.6940000000000001,0.893,7,0.264,-4.957,1,0.0306,153.977,4,0.7879999999999999
2554,Once And Never Again,The Long Blondes,39,175920,0.0035700000000000003,0.523,0.85,0.0,7,0.281,-4.6530000000000005,1,0.033,114.876,4,0.792
2556,Ghosts,Laura Marling,57,179960,0.376,0.46299999999999997,0.368,0.0,9,0.149,-11.546,1,0.048,141.974,4,0.75
2557,The Greatest,Cat Power,64,202560,0.738,0.508,0.36200000000000004,0.000998,0,0.0922,-9.687999999999999,1,0.0262,107.459,4,0.32799999999999996
2560,My Girls,Animal Collective,52,340786,0.256,0.508,0.953,0.0445,4,0.929,-6.031000000000001,0,0.0806,119.973,4,0.555
2563,House Of Jealous Lovers,The Rapture,45,304786,0.000333,0.7290000000000001,0.7609999999999999,0.368,1,0.308,-4.277,1,0.0354,130.007,4,0.763
2565,Romantic Rights,Death From Above 1979,45,195106,0.00316,0.516,0.961,0.0,5,0.40399999999999997,-5.37,0,0.157,150.14700000000002,4,0.45799999999999996
2567,Pull Shapes,The Pipettes,42,178453,0.0326,0.516,0.94,0.000286,7,0.0433,-1.909,1,0.0672,144.016,4,0.767
2568,Teen Angst,M83,8,303133,2.4100000000000003e-05,0.32,0.863,0.14,11,0.257,-5.0889999999999995,0,0.0447,149.998,4,0.0991
2569,Forget Myself,Elbow,10,322346,0.000671,0.535,0.932,0.00227,2,0.225,-2.9539999999999997,1,0.0282,97.48,4,0.5539999999999999
2572,Nothing Ever Happened,Deerhunter,39,350920,1.9399999999999997e-05,0.264,0.841,0.8340000000000001,2,0.109,-6.31,1,0.0321,150.102,4,0.716
2575,Atlas,Battles,48,427200,0.000103,0.7609999999999999,0.721,0.0761,2,0.10300000000000001,-5.529,1,0.0392,135.181,4,0.39
2590,I Can Change,LCD Soundsystem,57,352003,0.00215,0.644,0.73,0.0017800000000000001,1,0.233,-6.565,1,0.0287,116.98100000000001,4,0.695
2593,Zebra,Beach House,48,288720,0.855,0.608,0.474,0.00573,8,0.141,-8.312000000000001,1,0.0273,118.37799999999999,3,0.252
2669,Devil's Spoke,Laura Marling,15,218188,0.473,0.447,0.568,0.00028,2,0.0824,-9.172,1,0.0423,117.561,4,0.309
2701,Fire,Arthur Brown,46,174160,0.541,0.439,0.882,0.6709999999999999,5,0.7929999999999999,-9.036,0,0.087,138.55100000000002,4,0.317
2706,Piece Of My Heart,Janis Joplin,47,266240,0.406,0.429,0.665,0.00011,4,0.409,-9.681000000000001,1,0.14,160.499,4,0.5429999999999999
2710,Can't Seem To Make You Mine,The Seeds,52,185480,0.14800000000000002,0.6990000000000001,0.384,0.0,7,0.121,-13.690999999999999,1,0.044000000000000004,109.573,4,0.584
2712,Incense And Peppermints,Strawberry Alarm Clock,9,167453,0.0405,0.491,0.649,0.0,4,0.0851,-11.115,1,0.0305,133.174,4,0.6809999999999999
2718,I Want Candy,The Strangeloves,43,177506,0.0273,0.669,0.848,0.0869,8,0.0881,-10.072000000000001,0,0.03,102.04799999999999,4,0.6609999999999999
2726,Zig Zag Wanderer,Captain Beefheart & His Magic Band,45,158800,0.057999999999999996,0.428,0.843,0.0334,9,0.115,-7.655,1,0.0747,143.75799999999998,4,0.885
2730,Crimson And Clover,Tommy James & The Shondells,56,209640,0.235,0.408,0.6920000000000001,0.0255,11,0.19699999999999998,-9.478,1,0.0685,82.499,4,0.684
2731,Waitin' Around To Die,Townes Van Zandt,40,145586,0.512,0.614,0.46399999999999997,3.7e-06,9,0.142,-14.047,0,0.0397,102.355,4,0.462
2734,Surfin' Bird,The Trashmen,16,134560,0.0506,0.57,0.991,1.85e-05,4,0.43,-9.384,1,0.0652,101.461,4,0.72
2744,Light Flight,Pentangle,42,194333,0.40299999999999997,0.516,0.494,0.0102,7,0.11199999999999999,-11.077,0,0.0311,89.45200000000001,3,0.8140000000000001
2748,A Minha Menina,Os Mutantes,42,284986,0.0568,0.455,0.93,0.0,7,0.46399999999999997,-3.21,1,0.126,91.41,4,0.429
2749,Terry,Twinkle,35,191493,0.213,0.603,0.506,0.0,9,0.0553,-9.531,1,0.0391,124.95299999999999,4,0.735
2756,Love Will Tear Us Apart,Joy Division,71,206866,5.24e-05,0.44299999999999995,0.956,0.825,2,0.135,-6.1979999999999995,1,0.0511,146.754,4,0.909
2762,Another Girl Another Planet,The Only Ones,49,180093,0.179,0.325,0.688,0.00010400000000000001,4,0.13699999999999998,-12.472999999999999,1,0.11699999999999999,156.349,4,0.37799999999999995
2775,Cars,Gary Numan,65,238906,0.00967,0.542,0.578,5.9699999999999994e-05,2,0.0674,-8.755,1,0.0404,128.0,4,0.809
2780,Cool For Cats,Squeeze,33,219826,0.21600000000000003,0.7929999999999999,0.7509999999999999,0.00344,0,0.309,-15.292,1,0.16399999999999998,144.148,4,0.9670000000000001
2782,Lucky Number,Lene Lovich,36,171093,0.0205,0.669,0.733,0.00022400000000000002,5,0.042,-10.495,1,0.0494,153.778,4,0.833
2785,Germ Free Adolescents,X-Ray Spex,43,194266,0.201,0.8320000000000001,0.7040000000000001,0.0377,7,0.0937,-8.972999999999999,1,0.0707,128.41,4,0.905
2789,Into The Valley,Skids,43,199466,1.2e-05,0.332,0.7070000000000001,0.0061200000000000004,7,0.11,-12.698,1,0.0361,144.815,4,0.652
2793,Is She Really Going Out With Him?,Joe Jackson,16,215066,0.0353,0.8740000000000001,0.318,1.6899999999999997e-05,3,0.217,-6.869,1,0.0454,116.117,4,0.919
2794,New Rose,The Damned,50,162240,0.00549,0.19,0.9640000000000001,3.929999999999999e-05,1,0.33,-7.711,0,0.10099999999999999,173.578,4,0.295
2796,10:15 Saturday Night,The Cure,37,223773,0.00366,0.6559999999999999,0.27899999999999997,0.0282,0,0.0952,-17.282,1,0.13,174.1,4,0.325
2797,Alternative Ulster,Stiff Little Fingers,52,163880,0.0148,0.439,0.971,1.34e-05,11,0.255,-5.855,0,0.177,118.369,4,0.24
2799,Cherry Bomb,The Runaways,67,138706,0.0635,0.49200000000000005,0.835,2.09e-05,11,0.135,-8.072000000000001,1,0.0769,136.814,4,0.488
2805,I Heard It Through The Grapevine,The Slits,11,242648,0.000601,0.7240000000000001,0.631,0.574,11,0.0821,-9.515,0,0.21600000000000003,129.868,4,0.8759999999999999
2808,Back Of My Hand,Jags,31,195133,0.0922,0.49,0.83,0.0,4,0.0719,-9.283,1,0.0512,162.105,4,0.966
2814,Gary Gilmore's Eyes,The Adverts,38,136959,0.0349,0.42100000000000004,0.598,4.8e-06,4,0.41600000000000004,-6.077999999999999,0,0.0487,157.92700000000002,4,0.778
2816,Dream Baby Dream,Suicide,52,384906,0.00905,0.688,0.716,0.732,1,0.0921,-10.437000000000001,0,0.032,144.122,4,0.977
2817,Free Money,Patti Smith,43,232040,0.0585,0.34299999999999997,0.718,3.4899999999999995e-05,9,0.157,-7.632000000000001,0,0.0918,77.77199999999999,4,0.452
2821,I Love The Sound Of Breaking Glass,Nick Lowe,37,194920,0.129,0.7120000000000001,0.62,0.9209999999999999,7,0.0989,-10.640999999999998,1,0.0334,107.521,4,0.9179999999999999
2823,One Of These Things First,Nick Drake,17,290733,0.831,0.607,0.37799999999999995,0.39899999999999997,4,0.0957,-18.354,1,0.0363,90.338,3,0.6609999999999999
2825,I'm Stranded,The Saints,36,212826,0.00579,0.35200000000000004,0.727,2.9e-06,6,0.313,-12.255999999999998,1,0.0352,85.385,4,0.426
2826,Alison,Elvis Costello,11,204000,0.6709999999999999,0.564,0.317,5.8399999999999997e-05,1,0.11900000000000001,-11.216,0,0.0473,176.915,4,0.37799999999999995
2836,Close To Me,The Cure,67,203266,0.0745,0.7240000000000001,0.523,0.703,11,0.0811,-11.139000000000001,1,0.11599999999999999,185.075,4,0.965
2839,Town Called Malice,The Jam,16,173320,0.00228,0.542,0.91,0.00524,7,0.0695,-8.924,1,0.0873,101.774,4,0.775
2842,Smalltown Boy,Bronski Beat,24,303306,0.529,0.679,0.564,0.0709,10,0.275,-11.247,1,0.0267,134.586,4,0.9259999999999999
2848,Mad World,Tears For Fears,25,215400,0.0662,0.6459999999999999,0.902,0.0285,4,0.0621,-5.997000000000001,1,0.0455,118.721,4,0.9359999999999999
2853,Duchess,The Stranglers,48,149426,0.000909,0.522,0.695,0.007409999999999999,9,0.069,-11.77,1,0.0393,129.72299999999998,4,0.6579999999999999
2856,Pull Up To The Bumper,Grace Jones,40,282600,0.14,0.851,0.872,0.00747,1,0.071,-7.952999999999999,1,0.0861,108.596,4,0.85
2858,Ghost Town,The Specials,61,219306,0.0492,0.665,0.7659999999999999,0.33799999999999997,10,0.113,-9.454,0,0.0505,73.683,4,0.905
2864,Crash,The Primitives,52,152200,0.0809,0.369,0.54,0.000149,11,0.76,-11.147,1,0.0321,170.00400000000002,4,0.915
2866,Blister In The Sun,Violent Femmes,12,144946,0.318,0.725,0.5579999999999999,0.0,0,0.0976,-8.557,1,0.125,96.969,4,0.88
2867,Our Lips Are Sealed,Fun Boy Three,51,171506,0.721,0.72,0.677,0.00379,0,0.18,-10.717,1,0.0351,125.579,4,0.867
2868,Fade To Grey,Visage,46,229293,0.000465,0.581,0.456,0.33799999999999997,9,0.0558,-16.128,0,0.04,112.848,4,0.40700000000000003
2869,N.I.T.A.,Young Marble Giants,42,211320,0.0658,0.5720000000000001,0.391,0.586,5,0.109,-14.367,1,0.0332,118.60799999999999,4,0.53
2872,Love Action (I Believe In Love),The Human League,54,301826,0.0805,0.7020000000000001,0.588,0.0193,0,0.184,-9.738999999999999,1,0.0321,121.738,4,0.728
2875,You'll Always Find Me In The Kitchen At Parties,Jona Lewie,46,186626,0.5920000000000001,0.5920000000000001,0.495,0.0181,5,0.353,-10.222000000000001,1,0.0402,93.458,4,0.5489999999999999
2876,World Shut Your Mouth,Julian Cope,44,215000,0.0128,0.642,0.82,1.16e-06,9,0.299,-6.789,0,0.0619,126.25,4,0.782
2879,Golden Brown,The Stranglers,67,206760,0.14300000000000002,0.562,0.38299999999999995,0.124,6,0.138,-15.474,1,0.0304,93.764,3,0.599
2881,Walls Come Tumbling Down,The Style Council,15,204333,0.00134,0.424,0.9390000000000001,0.0,4,0.193,-6.162000000000001,0,0.0563,151.25,4,0.645
2886,I Melt With You,Modern English,58,235933,0.00223,0.53,0.647,0.485,0,0.45399999999999996,-11.220999999999998,1,0.0327,154.81799999999998,4,0.726
2889,Birthday,The Sugarcubes,6,238626,0.0385,0.35,0.519,0.000414,0,0.0777,-12.388,1,0.0407,183.608,4,0.271
2891,Dancing With Myself,Generation X,62,199906,0.0113,0.439,0.8220000000000001,0.0,4,0.133,-6.763999999999999,1,0.0695,176.71099999999998,4,0.884
2892,Reward,The Teardrop Explodes,47,167133,0.00085,0.39899999999999997,0.774,0.000916,0,0.0688,-4.292,1,0.0337,159.64700000000002,4,0.848
2895,Buffalo Stance,Neneh Cherry,47,246320,0.007909999999999999,0.738,0.679,0.0,1,0.361,-9.891,1,0.0637,107.171,4,0.735
2896,A Forest,The Cure,60,354290,0.365,0.579,0.622,0.652,0,0.0955,-11.285,1,0.0563,163.107,4,0.435
2899,Fa Cé-La,The Feelies,38,125160,0.00121,0.537,0.8740000000000001,0.20199999999999999,0,0.17800000000000002,-8.142000000000001,1,0.0843,116.581,4,0.93
2905,Pulling Mussels (From The Shell),Squeeze,11,238133,0.002,0.593,0.7020000000000001,8.379999999999999e-05,0,0.19,-12.668,1,0.0409,142.006,4,0.9009999999999999
2907,Living On The Ceiling,Blancmange,8,239959,0.0772,0.72,0.821,0.15,4,0.664,-5.257000000000001,1,0.10800000000000001,115.40299999999999,4,0.893
2908,Tempted,Squeeze,58,240333,0.0986,0.735,0.355,0.158,6,0.0534,-13.710999999999999,0,0.0329,95.257,4,0.449
2910,Duel,Propaganda,48,288226,0.25,0.674,0.7020000000000001,0.365,5,0.13,-11.329,0,0.0342,144.876,4,0.536
2915,Radio Free Europe,R.E.M.,34,245786,0.00123,0.36,0.861,0.0217,9,0.126,-7.0889999999999995,1,0.0493,155.121,4,0.721
2917,Genius Of Love,Tom Tom Club,49,339053,0.127,0.9279999999999999,0.594,0.000413,2,0.0391,-10.839,1,0.0913,102.87799999999999,4,0.747
2920,Atomic Dog,George Clinton,45,286160,0.3,0.895,0.665,0.0,6,0.23600000000000002,-6.285,0,0.22399999999999998,107.654,4,0.7340000000000001
2923,Walk Out To Winter,Aztec Camera,37,204906,0.0143,0.55,0.725,0.0,9,0.198,-5.755,1,0.0397,137.821,4,0.78
2927,Song To The Siren,This Mortal Coil,42,215733,0.84,0.209,0.0978,4.61e-06,10,0.157,-20.090999999999998,1,0.0446,125.07600000000001,3,0.0869
2928,She Blinded Me With Science,Thomas Dolby,40,221266,0.10800000000000001,0.799,0.755,0.16899999999999998,9,0.0661,-11.538,1,0.0419,128.695,4,0.975
2930,24 Hour Party People,Happy Mondays,5,279959,0.000281,0.631,0.861,0.000276,4,0.0612,-8.315,0,0.0514,126.647,4,0.818
2932,Homosapien,Pete Shelley,44,275840,0.00121,0.603,0.872,4.69e-06,2,0.754,-7.358,1,0.0577,132.82,4,0.6859999999999999
2935,Tugboat,Galaxie 500,23,234813,0.14800000000000002,0.284,0.88,0.5920000000000001,0,0.158,-8.155,1,0.0387,115.29899999999999,4,0.387
2942,Babies,Pulp,22,244826,0.113,0.299,0.818,2.46e-06,2,0.0827,-7.942,1,0.0649,156.19299999999998,4,0.604
2947,Girls And Boys,Blur,70,259386,0.00971,0.693,0.875,0.0,7,0.0601,-8.354,0,0.0315,120.04799999999999,4,0.9009999999999999
2952,Lithium,Nirvana,71,257053,0.0017399999999999998,0.6779999999999999,0.6559999999999999,0.0,7,0.0631,-6.41,1,0.0381,123.20700000000001,4,0.485
2957,6 Underground,Sneaker Pimps,55,228840,0.0319,0.5870000000000001,0.6779999999999999,0.16,1,0.11599999999999999,-8.651,0,0.0524,169.947,4,0.429
2962,Corpses In Their Mouths,Ian Brown,49,249266,0.00557,0.779,0.529,0.0943,10,0.11,-12.243,0,0.0382,108.804,4,0.917
2963,Baby Britain,Elliott Smith,52,193760,0.5710000000000001,0.682,0.444,0.0,7,0.11,-8.716000000000001,1,0.0327,119.54700000000001,4,0.5720000000000001
2964,Hey Boy Hey Girl,The Chemical Brothers,65,290493,0.11900000000000001,0.632,0.92,0.508,2,0.114,-4.976,1,0.0531,127.001,4,0.363
2966,Common People,Pulp,30,350373,0.00596,0.319,0.8390000000000001,7.99e-05,0,0.0764,-7.341,1,0.0404,144.938,4,0.5379999999999999
2969,Love Spreads,The Stone Roses,21,347093,0.0025800000000000003,0.41700000000000004,0.877,0.00165,2,0.39799999999999996,-8.422,1,0.0495,91.57799999999999,4,0.593
2975,Autumn Sweater,Yo La Tengo,61,318373,0.141,0.628,0.455,0.693,7,0.135,-12.436,1,0.0427,102.09,4,0.858
